m	870	811	50	50	0	0	1500s	100	1	8009
m	683	803	50	50	0	0	1450s	100	1	8009
m	723	619	50	50	0	0	1400s	100	1	8009

r	762	151	50	50	0	0	2550s	100	1	2003
r	760	183	50	50	0	0	2555s	100	1	2003
r	137	184	50	50	0	0	2560s	100	1	2003
r	1195	288	50	50	0	0	2565s	100	1	2003
r	585	348	50	50	0	0	2570s	100	1	2003
r	849	360	50	50	0	0	2575s	100	1	2003
r	889	400	50	50	0	0	2580s	100	1	2003
r	506	434	50	50	0	0	2585s	100	1	2003
r	374	502	50	50	0	0	2590s	100	1	2003
r	668	694	50	50	0	0	2595s	100	1	2003
r	248	774	50	50	0	0	2600s	100	1	2003
r	797	915	50	50	0	0	2605s	100	1	2003
r	750	939	50	50	0	0	2610s	100	1	2003
r	1040	1058	50	50	0	0	2615s	100	1	2003
r	509	1118	50	50	0	0	2620s	100	1	2003
r	526	1123	50	50	0	0	2625s	100	1	2003
r	1390	1143	50	50	0	0	2630s	100	1	2003
r	1364	1160	50	50	0	0	2635s	100	1	2003
r	1037	1331	50	50	0	0	2640s	100	1	2003
r	737	1374	50	50	0	0	2645s	100	1	2003

