PAWN						S_PAWN						KNIGHT						S_KNIGHT					
Low sword	1	15	0.2	11	2000	Low sword	1	15	0.26	11	1538	Low sword	1	15	0.3	11	1333	Low sword	1	15	0.5	11	800
	1	15	0.1	12	4000		1	15	0.13	12	3077		1	15	0.15	12	2667		1	15	0.25	12	1600
	1	15	0.4	20	1000		1	15	0.52	20	769		1	15	0.6	20	667		1	15	1	20	400
	1	15	0.2	21	2000		1	15	0.26	21	1538		1	15	0.3	21	1333		1	15	0.5	21	800
	1	15	0.1	22	4000		1	15	0.13	22	3077		1	15	0.15	22	2667		1	15	0.25	22	1600
	1	15	0.4	30	1000		1	15	0.52	30	769		1	15	0.6	30	667		1	15	1	30	400
	1	15	0.2	31	2000		1	15	0.26	31	1538		1	15	0.3	31	1333		1	15	0.5	31	800
	1	15	0.1	32	4000		1	15	0.13	32	3077		1	15	0.15	32	2667		1	15	0.25	32	1600
	5	15	0.4	40	1000		5	15	0.52	40	769		5	15	0.6	40	667		5	15	1	40	400
	5	15	0.2	41	2000		5	15	0.26	41	1538		5	15	0.3	41	1333		5	15	0.5	41	800
	5	15	0.1	42	4000		5	15	0.13	42	3077		5	15	0.15	42	2667		5	15	0.25	42	1600
	5	15	0.2	50	2000		5	15	0.26	50	1538		5	15	0.3	50	1333		5	15	0.5	50	800
	5	15	0.1	51	4000		5	15	0.13	51	3077		5	15	0.15	51	2667		5	15	0.25	51	1600
	5	15	0.04	52	10000		5	15	0.052	52	7692		5	15	0.06	52	6667		5	15	0.1	52	4000
Low Daggers	1	15	0.4	3000	1000	Low Daggers	1	15	0.52	3000	769	Low Daggers	1	15	0.6	3000	667	Low Daggers	1	15	1	3000	400
	1	15	0.2	3001	2000		1	15	0.26	3001	1538		1	15	0.3	3001	1333		1	15	0.5	3001	800
	1	15	0.1	3002	4000		1	15	0.13	3002	3077		1	15	0.15	3002	2667		1	15	0.25	3002	1600
	1	15	0.4	3010	1000		1	15	0.52	3010	769		1	15	0.6	3010	667		1	15	1	3010	400
	1	15	0.2	3011	2000		1	15	0.26	3011	1538		1	15	0.3	3011	1333		1	15	0.5	3011	800
	1	15	0.1	3012	4000		1	15	0.13	3012	3077		1	15	0.15	3012	2667		1	15	0.25	3012	1600
	1	15	0.4	3020	1000		1	15	0.52	3020	769		1	15	0.6	3020	667		1	15	1	3020	400
	1	15	0.2	3021	2000		1	15	0.26	3021	1538		1	15	0.3	3021	1333		1	15	0.5	3021	800
	1	15	0.1	3022	4000		1	15	0.13	3022	3077		1	15	0.15	3022	2667		1	15	0.25	3022	1600
	5	15	0.4	3030	1000		5	15	0.52	3030	769		5	15	0.6	3030	667		5	15	1	3030	400
	5	15	0.2	3031	2000		5	15	0.26	3031	1538		5	15	0.3	3031	1333		5	15	0.5	3031	800
	5	15	0.1	3032	4000		5	15	0.13	3032	3077		5	15	0.15	3032	2667		5	15	0.25	3032	1600
	5	15	0.2	3040	2000		5	15	0.26	3040	1538		5	15	0.3	3040	1333		5	15	0.5	3040	800
	5	15	0.1	3041	4000		5	15	0.13	3041	3077		5	15	0.15	3041	2667		5	15	0.25	3041	1600
	5	15	0.04	3042	10000		5	15	0.052	3042	7692		5	15	0.06	3042	6667		5	15	0.1	3042	4000
Low Two-handed Sword	1	15	0.2	1001	2000	Low Two-handed Sword	1	15	0.26	1001	1538	Low Two-handed Sword	1	15	0.3	1001	1333	Low Two-handed Sword	1	15	0.5	1001	800
	1	15	0.1	1002	4000		1	15	0.13	1002	3077		1	15	0.15	1002	2667		1	15	0.25	1002	1600
	1	15	0.4	4000	1000		1	15	0.52	4000	769		1	15	0.6	4000	667		1	15	1	4000	400
	1	15	0.2	4001	2000		1	15	0.26	4001	1538		1	15	0.3	4001	1333		1	15	0.5	4001	800
	1	15	0.1	4002	4000		1	15	0.13	4002	3077		1	15	0.15	4002	2667		1	15	0.25	4002	1600
	1	15	0.4	1010	1000		1	15	0.52	1010	769		1	15	0.6	1010	667		1	15	1	1010	400
	1	15	0.2	1011	2000		1	15	0.26	1011	1538		1	15	0.3	1011	1333		1	15	0.5	1011	800
	1	15	0.1	1012	4000		1	15	0.13	1012	3077		1	15	0.15	1012	2667		1	15	0.25	1012	1600
	5	15	0.4	4010	1000		5	15	0.52	4010	769		5	15	0.6	4010	667		5	15	1	4010	400
	5	15	0.2	4011	2000		5	15	0.26	4011	1538		5	15	0.3	4011	1333		5	15	0.5	4011	800
	5	15	0.1	4012	4000		5	15	0.13	4012	3077		5	15	0.15	4012	2667		5	15	0.25	4012	1600
	5	15	0.2	1020	2000		5	15	0.26	1020	1538		5	15	0.3	1020	1333		5	15	0.5	1020	800
	5	15	0.1	1021	4000		5	15	0.13	1021	3077		5	15	0.15	1021	2667		5	15	0.25	1021	1600
	5	15	0.04	1022	10000		5	15	0.052	1022	7692		5	15	0.06	1022	6667		5	15	0.1	1022	4000
Low Bow	1	15	0.4	2000	1000	Low Bow	1	15	0.52	2000	769	Low Bow	1	15	0.6	2000	667	Low Bow	1	15	1	2000	400
	1	15	0.2	2001	2000		1	15	0.26	2001	1538		1	15	0.3	2001	1333		1	15	0.5	2001	800
	1	15	0.1	2002	4000		1	15	0.13	2002	3077		1	15	0.15	2002	2667		1	15	0.25	2002	1600
	1	15	0.4	2010	1000		1	15	0.52	2010	769		1	15	0.6	2010	667		1	15	1	2010	400
	1	15	0.2	2011	2000		1	15	0.26	2011	1538		1	15	0.3	2011	1333		1	15	0.5	2011	800
	1	15	0.1	2012	4000		1	15	0.13	2012	3077		1	15	0.15	2012	2667		1	15	0.25	2012	1600
	1	15	0.4	2020	1000		1	15	0.52	2020	769		1	15	0.6	2020	667		1	15	1	2020	400
	1	15	0.2	2021	2000		1	15	0.26	2021	1538		1	15	0.3	2021	1333		1	15	0.5	2021	800
	1	15	0.1	2022	4000		1	15	0.13	2022	3077		1	15	0.15	2022	2667		1	15	0.25	2022	1600
	5	15	0.4	2030	1000		5	15	0.52	2030	769		5	15	0.6	2030	667		5	15	1	2030	400
	5	15	0.2	2031	2000		5	15	0.26	2031	1538		5	15	0.3	2031	1333		5	15	0.5	2031	800
	5	15	0.1	2032	4000		5	15	0.13	2032	3077		5	15	0.15	2032	2667		5	15	0.25	2032	1600
	5	15	0.2	2040	2000		5	15	0.26	2040	1538		5	15	0.3	2040	1333		5	15	0.5	2040	800
	5	15	0.1	2041	4000		5	15	0.13	2041	3077		5	15	0.15	2041	2667		5	15	0.25	2041	1600
	5	15	0.04	2042	10000		5	15	0.052	2042	7692		5	15	0.06	2042	6667		5	15	0.1	2042	4000
Low Bell	1	15	0.4	5000	1000	Low Bell	1	15	0.52	5000	769	Low Bell	1	15	0.6	5000	667	Low Bell	1	15	1	5000	400
	1	15	0.2	5001	2000		1	15	0.26	5001	1538		1	15	0.3	5001	1333		1	15	0.5	5001	800
	1	15	0.1	5002	4000		1	15	0.13	5002	3077		1	15	0.15	5002	2667		1	15	0.25	5002	1600
	1	15	0.4	5010	1000		1	15	0.52	5010	769		1	15	0.6	5010	667		1	15	1	5010	400
	1	15	0.2	5011	2000		1	15	0.26	5011	1538		1	15	0.3	5011	1333		1	15	0.5	5011	800
	1	15	0.1	5012	4000		1	15	0.13	5012	3077		1	15	0.15	5012	2667		1	15	0.25	5012	1600
	5	15	0.2	5020	2000		5	15	0.26	5020	1538		5	15	0.3	5020	1333		5	15	0.5	5020	800
	5	15	0.1	5021	4000		5	15	0.13	5021	3077		5	15	0.15	5021	2667		5	15	0.25	5021	1600
	5	15	0.04	5022	10000		5	15	0.052	5022	7692		5	15	0.06	5022	6667		5	15	0.1	5022	4000
Low Fan	1	15	0.2	7001	2000	Low Fan	1	15	0.26	7001	1538	Low Fan	1	15	0.3	7001	1333	Low Fan	1	15	0.5	7001	800
	1	15	0.1	7002	4000		1	15	0.13	7002	3077		1	15	0.15	7002	2667		1	15	0.25	7002	1600
	1	15	0.4	7010	1000		1	15	0.52	7010	769		1	15	0.6	7010	667		1	15	1	7010	400
	1	15	0.2	7011	2000		1	15	0.26	7011	1538		1	15	0.3	7011	1333		1	15	0.5	7011	800
	1	15	0.1	7012	4000		1	15	0.13	7012	3077		1	15	0.15	7012	2667		1	15	0.25	7012	1600
	1	15	0.4	7020	1000		1	15	0.52	7020	769		1	15	0.6	7020	667		1	15	1	7020	400
	1	15	0.2	7021	2000		1	15	0.26	7021	1538		1	15	0.3	7021	1333		1	15	0.5	7021	800
	1	15	0.1	7022	4000		1	15	0.13	7022	3077		1	15	0.15	7022	2667		1	15	0.25	7022	1600
	1	15	0.4	7030	1000		1	15	0.52	7030	769		1	15	0.6	7030	667		1	15	1	7030	400
	1	15	0.2	7031	2000		1	15	0.26	7031	1538		1	15	0.3	7031	1333		1	15	0.5	7031	800
	1	15	0.1	7032	4000		1	15	0.13	7032	3077		1	15	0.15	7032	2667		1	15	0.25	7032	1600
	5	15	0.2	7040	2000		5	15	0.26	7040	1538		5	15	0.3	7040	1333		5	15	0.5	7040	800
	5	15	0.1	7041	4000		5	15	0.13	7041	3077		5	15	0.15	7041	2667		5	15	0.25	7041	1600
	5	15	0.04	7042	10000		5	15	0.052	7042	7692		5	15	0.06	7042	6667		5	15	0.1	7042	4000
Low Warrior armor	1	15	0.2	11200	2000	Low Warrior armor	1	15	0.26	11200	1538	Low Warrior armor	1	15	0.3	11200	1333	Low Warrior armor	1	15	0.5	11200	800
	1	15	0.08	11201	5000		1	15	0.104	11201	3846		1	15	0.12	11201	3333		1	15	0.2	11201	2000
	1	15	0.032	11202	12500		1	15	0.0416	11202	9615		1	15	0.048	11202	8333		1	15	0.08	11202	5000
	5	15	0.2	11210	2000		5	15	0.26	11210	1538		5	15	0.3	11210	1333		5	15	0.5	11210	800
	5	15	0.08	11211	5000		5	15	0.104	11211	3846		5	15	0.12	11211	3333		5	15	0.2	11211	2000
	5	15	0.032	11212	12500		5	15	0.0416	11212	9615		5	15	0.048	11212	8333		5	15	0.08	11212	5000
	10	20	0.2	11220	2000		10	20	0.26	11220	1538		10	20	0.3	11220	1333		10	20	0.5	11220	800
	10	20	0.08	11221	5000		10	20	0.104	11221	3846		10	20	0.12	11221	3333		10	20	0.2	11221	2000
	10	20	0.032	11222	12500		10	20	0.0416	11222	9615		10	20	0.048	11222	8333		10	20	0.08	11222	5000
Low Ninja armor	1	15	0.2	11400	2000	Low Ninja armor	1	15	0.26	11400	1538	Low Ninja armor	1	15	0.3	11400	1333	Low Ninja armor	1	15	0.5	11400	800
	1	15	0.08	11401	5000		1	15	0.104	11401	3846		1	15	0.12	11401	3333		1	15	0.2	11401	2000
	1	15	0.032	11402	12500		1	15	0.0416	11402	9615		1	15	0.048	11402	8333		1	15	0.08	11402	5000
	5	15	0.2	11410	2000		5	15	0.26	11410	1538		5	15	0.3	11410	1333		5	15	0.5	11410	800
	5	15	0.08	11411	5000		5	15	0.104	11411	3846		5	15	0.12	11411	3333		5	15	0.2	11411	2000
	5	15	0.032	11412	12500		5	15	0.0416	11412	9615		5	15	0.048	11412	8333		5	15	0.08	11412	5000
	10	20	0.2	11420	2000		10	20	0.26	11420	1538		10	20	0.3	11420	1333		10	20	0.5	11420	800
	10	20	0.08	11421	5000		10	20	0.104	11421	3846		10	20	0.12	11421	3333		10	20	0.2	11421	2000
	10	20	0.032	11422	12500		10	20	0.0416	11422	9615		10	20	0.048	11422	8333		10	20	0.08	11422	5000
Low Sura armor	1	15	0.2	11600	2000	Low Sura armor	1	15	0.26	11600	1538	Low Sura armor	1	15	0.3	11600	1333	Low Low Sura armor	1	15	0.5	11600	800
	1	15	0.08	11601	5000		1	15	0.104	11601	3846		1	15	0.12	11601	3333		1	15	0.2	11601	2000
	1	15	0.032	11602	12500		1	15	0.0416	11602	9615		1	15	0.048	11602	8333		1	15	0.08	11602	5000
	5	15	0.2	11610	2000		5	15	0.26	11610	1538		5	15	0.3	11610	1333		5	15	0.5	11610	800
	5	15	0.08	11611	5000		5	15	0.104	11611	3846		5	15	0.12	11611	3333		5	15	0.2	11611	2000
	5	15	0.032	11612	12500		5	15	0.0416	11612	9615		5	15	0.048	11612	8333		5	15	0.08	11612	5000
	10	20	0.2	11620	2000		10	20	0.26	11620	1538		10	20	0.3	11620	1333		10	20	0.5	11620	800
	10	20	0.08	11621	5000		10	20	0.104	11621	3846		10	20	0.12	11621	3333		10	20	0.2	11621	2000
	10	20	0.032	11622	12500		10	20	0.0416	11622	9615		10	20	0.048	11622	8333		10	20	0.08	11622	5000
Low Shaman armor	1	15	0.2	11800	2000	Low Shaman armor	1	15	0.26	11800	1538	Low Shaman armor	1	15	0.3	11800	1333	Low Shaman armor	1	15	0.5	11800	800
	1	15	0.08	11801	5000		1	15	0.104	11801	3846		1	15	0.12	11801	3333		1	15	0.2	11801	2000
	1	15	0.032	11802	12500		1	15	0.0416	11802	9615		1	15	0.048	11802	8333		1	15	0.08	11802	5000
	5	15	0.2	11810	2000		5	15	0.26	11810	1538		5	15	0.3	11810	1333		5	15	0.5	11810	800
	5	15	0.08	11811	5000		5	15	0.104	11811	3846		5	15	0.12	11811	3333		5	15	0.2	11811	2000
	5	15	0.032	11812	12500		5	15	0.0416	11812	9615		5	15	0.048	11812	8333		5	15	0.08	11812	5000
	10	20	0.2	11820	2000		10	20	0.26	11820	1538		10	20	0.3	11820	1333		10	20	0.5	11820	800
	10	20	0.08	11821	5000		10	20	0.104	11821	3846		10	20	0.12	11821	3333		10	20	0.2	11821	2000
	10	20	0.032	11822	12500		10	20	0.0416	11822	9615		10	20	0.048	11822	8333		10	20	0.08	11822	5000
Low Bracelet	5	20	0.0018	14000	222222	Low Bracelet	5	20	0.00312	14000	128205	Low Bracelet	5	20	0.0036	14000	111111	Low Bracelet	5	20	0.006	14000	66667
	5	20	0.00036	14001	1111111		5	20	0.000624	14001	641026		5	20	0.00072	14001	555556		5	20	0.0012	14001	333333
	5	20	0.00012	14002	3333333		5	20	0.000208	14002	1923077		5	20	0.00024	14002	1666667		5	20	0.0004	14002	1000000
	5	20	0.0018	14020	222222		5	20	0.00312	14020	128205		5	20	0.0036	14020	111111		5	20	0.006	14020	66667
	5	20	0.00036	14021	1111111		5	20	0.000624	14021	641026		5	20	0.00072	14021	555556		5	20	0.0012	14021	333333
	5	20	0.00012	14022	3333333		5	20	0.000208	14022	1923077		5	20	0.00024	14022	1666667		5	20	0.0004	14022	1000000
	5	20	0.0018	14040	222222		5	20	0.00312	14040	128205		5	20	0.0036	14040	111111		5	20	0.006	14040	66667
	5	20	0.00036	14041	1111111		5	20	0.000624	14041	641026		5	20	0.00072	14041	555556		5	20	0.0012	14041	333333
	5	20	0.00012	14042	3333333		5	20	0.000208	14042	1923077		5	20	0.00024	14042	1666667		5	20	0.0004	14042	1000000
	5	20	0.0018	14060	222222		5	20	0.00312	14060	128205		5	20	0.0036	14060	111111		5	20	0.006	14060	66667
	5	20	0.00036	14061	1111111		5	20	0.000624	14061	641026		5	20	0.00072	14061	555556		5	20	0.0012	14061	333333
	5	20	0.00012	14062	3333333		5	20	0.000208	14062	1923077		5	20	0.00024	14062	1666667		5	20	0.0004	14062	1000000
Low Shoes	5	20	0.024	15000	16667	Low Shoes	5	20	0.0416	15000	9615	Low Shoes	5	20	0.048	15000	8333	Low Shoes	5	20	0.08	15000	5000
	5	20	0.004	15001	100000		5	20	0.006933333	15001	57692		5	20	0.008	15001	50000		5	20	0.013333333	15001	30000
	5	20	0.0012	15002	333333		5	20	0.00208	15002	192308		5	20	0.0024	15002	166667		5	20	0.004	15002	100000
	5	20	0.024	15020	16667		5	20	0.0416	15020	9615		5	20	0.048	15020	8333		5	20	0.08	15020	5000
	5	20	0.004	15021	100000		5	20	0.006933333	15021	57692		5	20	0.008	15021	50000		5	20	0.013333333	15021	30000
	5	20	0.0012	15022	333333		5	20	0.00208	15022	192308		5	20	0.0024	15022	166667		5	20	0.004	15022	100000
	5	20	0.006	15040	66667		5	20	0.0104	15040	38462		5	20	0.012	15040	33333		5	20	0.02	15040	20000
	5	20	0.0012	15041	333333		5	20	0.00208	15041	192308		5	20	0.0024	15041	166667		5	20	0.004	15041	100000
	5	20	0.0006	15042	666667		5	20	0.00104	15042	384615		5	20	0.0012	15042	333333		5	20	0.002	15042	200000
	5	20	0.006	15060	66667		5	20	0.0104	15060	38462		5	20	0.012	15060	33333		5	20	0.02	15060	20000
	5	20	0.0012	15061	333333		5	20	0.00208	15061	192308		5	20	0.0024	15061	166667		5	20	0.004	15061	100000
	5	20	0.0006	15062	666667		5	20	0.00104	15062	384615		5	20	0.0012	15062	333333		5	20	0.002	15062	200000
Low Earrings	5	20	0.024	17000	16667	Low Earrings	5	20	0.0416	17000	9615	Low Earrings	5	20	0.048	17000	8333	Low Earrings	5	20	0.08	17000	5000
	5	20	0.004	17001	100000		5	20	0.006933333	17001	57692		5	20	0.008	17001	50000		5	20	0.013333333	17001	30000
	5	20	0.0012	17002	333333		5	20	0.00208	17002	192308		5	20	0.0024	17002	166667		5	20	0.004	17002	100000
	5	20	0.024	17020	16667		5	20	0.0416	17020	9615		5	20	0.048	17020	8333		5	20	0.08	17020	5000
	5	20	0.004	17021	100000		5	20	0.006933333	17021	57692		5	20	0.008	17021	50000		5	20	0.013333333	17021	30000
	5	20	0.0012	17022	333333		5	20	0.00208	17022	192308		5	20	0.0024	17022	166667		5	20	0.004	17022	100000
	5	20	0.006	17040	66667		5	20	0.0104	17040	38462		5	20	0.012	17040	33333		5	20	0.02	17040	20000
	5	20	0.0012	17041	333333		5	20	0.00208	17041	192308		5	20	0.0024	17041	166667		5	20	0.004	17041	100000
	5	20	0.0006	17042	666667		5	20	0.00104	17042	384615		5	20	0.0012	17042	333333		5	20	0.002	17042	200000
	5	20	0.006	17060	66667		5	20	0.0104	17060	38462		5	20	0.012	17060	33333		5	20	0.02	17060	20000
	5	20	0.0012	17061	333333		5	20	0.00208	17061	192308		5	20	0.0024	17061	166667		5	20	0.004	17061	100000
	5	20	0.0006	17062	666667		5	20	0.00104	17062	384615		5	20	0.0012	17062	333333		5	20	0.002	17062	200000
Low Necklaces	5	20	0.024	16000	16667	Low Necklaces	5	20	0.0416	16000	9615	Low Necklaces	5	20	0.048	16000	8333	Low Necklaces	5	20	0.08	16000	5000
	5	20	0.004	16001	100000		5	20	0.006933333	16001	57692		5	20	0.008	16001	50000		5	20	0.013333333	16001	30000
	5	20	0.0012	16002	333333		5	20	0.00208	16002	192308		5	20	0.0024	16002	166667		5	20	0.004	16002	100000
	5	20	0.024	16020	16667		5	20	0.0416	16020	9615		5	20	0.048	16020	8333		5	20	0.08	16020	5000
	5	20	0.004	16021	100000		5	20	0.006933333	16021	57692		5	20	0.008	16021	50000		5	20	0.013333333	16021	30000
	5	20	0.0012	16022	333333		5	20	0.00208	16022	192308		5	20	0.0024	16022	166667		5	20	0.004	16022	100000
