m	629	944	30	30	0	0	1800s	100	1	8063
m	514	1018	30	30	0	0	1800s	100	1	8063
m	451	1075	30	30	0	0	1800s	100	1	8063
m	323	1029	30	30	0	0	1800s	100	1	8063
m	503	746	30	30	0	0	1800s	100	1	8063
m	237	496	30	30	0	0	1800s	100	1	8063
m	140	632	30	30	0	0	1800s	100	1	8063
m	587	625	30	30	0	0	1800s	100	1	8067
m	443	958	30	30	0	0	1800s	100	1	8067
m	372	1084	30	30	0	0	1800s	100	1	8067
m	190	1133	30	30	0	0	1800s	100	1	8626
m	99	1032	30	30	0	0	1800s	100	1	8626
m	123	744	30	30	0	0	1800s	100	1	8626
m	203	566	30	30	0	0	1800s	100	1	8626
m	405	519	30	30	0	0	1800s	100	1	8626
m	338	777	30	30	0	0	1800s	100	1	8626
m	517	783	30	30	0	0	1800s	100	1	8626
