m	360	892	0	0	0	0	210s	100	1	8059
m	151	625	0	0	0	0	210s	100	1	8059
m	193	684	0	0	0	0	210s	100	1	8059
m	501	524	0	0	0	0	210s	100	1	8059
m	541	728	0	0	0	0	210s	100	1	8059
m	582	780	0	0	0	0	210s	100	1	8059
m	99	230	0	0	0	0	210s	100	1	8059
m	98	435	0	0	0	0	210s	100	1	8059
m	613	580	0	0	0	0	210s	100	1	8061
m	508	535	0	0	0	0	210s	100	1	8061
m	544	771	0	0	0	0	210s	100	1	8061
m	592	732	0	0	0	0	210s	100	1	8061
m	222	626	0	0	0	0	210s	100	1	8061
m	364	138	0	0	0	0	210s	100	1	8061
m	586	89	0	0	0	0	210s	100	1	8061
