m	936	801	30	30	0	0	1800s	100	1	8067
m	774	826	30	30	0	0	1800s	100	1	8067
m	190	831	30	30	0	0	1800s	100	1	8067
m	72	629	30	30	0	0	1800s	100	1	8067
m	731	530	30	30	0	0	1800s	100	1	8067
m	567	548	30	30	0	0	1800s	100	1	8067
m	611	556	10	10	0	0	1800s	100	1	8625
m	130	489	10	10	0	0	1800s	100	1	8625
m	352	638	10	10	0	0	1800s	100	1	8625
m	111	660	10	10	0	0	1800s	100	1	8625
m	215	912	10	10	0	0	1800s	100	1	8625
m	249	1070	10	10	0	0	1800s	100	1	8625
m	451	966	10	10	0	0	1800s	100	1	8625
m	725	1196	10	10	0	0	1800s	100	1	8625
m	700	1085	10	10	0	0	1800s	100	1	8625
m	648	934	10	10	0	0	1800s	100	1	8625
m	724	899	10	10	0	0	1800s	100	1	8625
